item_code,item_name,bedroom,bathroom,area,direction,address,total_price,unit_price,gross_unit_price,payment,property_Phòng ngủ,property_Phòng tắm,property_Diện tích sử dụng,property_Hướng,property_Hiện trạng nhà,property_Giấy tờ,property_Chiều dài,property_Chiều rộng,property_Diện tích đất,property_Độ rộng hẻm,property_Kết cấu nhà,property_Năm xây dựng,property_Độ rộng mặt tiền đường,utility_Na,"utility_Gần chợ, siêu thị",utility_Gần trường học,utility_Di chuyển thuận tiện ra trung tâm,utility_Thiết kế thông thoáng,"utility_Khu vực an ninh, yên tĩnh",utility_Gần mặt tiền đường,utility_Gần bệnh viện,"utility_Gần công viên, trung tâm",utility_Sân để xe rộng rãi,utility_Hẻm thông,utility_Cần bán gấp,utility_Nở hậu,utility_2 Mặt hẻm,utility_2 Mặt đường chính
241056,Bán nhà riêng nhỏ xinh Quận 6 - Gần chợ,1,1,14.4 m²,Đ.Bắc,"Đ.Hồng Bàng, P.12, Q.6, Hồ Chí Minh","1,35 tỷ",86 triệu/m²,"93,7 triệu/m²","13,93 triệu/tháng",1,1,30.1 m²,Đ.Bắc,Đang ở,Sổ hồng,11.75 m,2.56 m,14.4 m²,0.96 m,"1 trệt, 1 lửng",,,,True,True,True,True,,,,,,,,,,
263605,Bán Nhà nhỏ xinh hẻm thông thoáng xã Phú Xuân Huyện Nhà Bè,2,2,23 m²,T.Bắc,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh","1,35 tỷ","51,9 triệu/m²","58,6 triệu/m²","13,93 triệu/tháng",2,2,46 m²,T.Bắc,,Sổ hồng,7.2 m,3.2 m,23 m²,2 m,1 trệt + 1 lầu,,,,True,True,True,,True,True,True,True,,,,,,
407906,"Bán officetel chung cư Sky 9 Apartments - Phường Phú Hữu, Quận 9",1,1,31.46 m²,,"Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh","1,35 tỷ",,"42,9 triệu/m²","13,93 triệu/tháng",1,1,31.46 m²,,,,,,,,,,,True,,,,,,,,,,,,,,
413968,Bán căn hộ cao cấp 1 phòng ngủ tại chung cư Hưng Ngân Garden Quận 12,1,1,51.8 m²,,"Đ.Dương Thị Mười, P.Tân Chánh Hiệp, Q.12, Hồ Chí Minh","1,35 tỷ",,26 triệu/m²,"13,93 triệu/tháng",1,1,51.8 m²,,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
288284,Bán căn hộ chung cư Conic Garden Xã Phong Phú Huyện Bình Chánh - Sổ hồng riêng chính chủ,1,1,46 m²,T.Nam,"Đ.Số 3B, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,35 tỷ",,"29,3 triệu/m²","13,93 triệu/tháng",1,1,46 m²,T.Nam,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
351522,"Bán Căn Hộ Mini 1 Phòng Ngủ Chung cư Tân Mai, Bình Tân.",1,1,44.1 m²,T.Bắc,"Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh","1,35 tỷ",,"30,6 triệu/m²","13,93 triệu/tháng",1,1,44.1 m²,T.Bắc,,Sổ hồng,9.59 m,6.22 m,,,,,,,True,True,True,True,,True,,True,,,,,,
168416,Bán nhà hẻm đường Trường Sa Quận Bình thạnh - Gần mặt tiền đường,1,1,6.2 m²,Đ.Bắc,"Đ.Trường Sa, P.17, Q.Bình Thạnh, Hồ Chí Minh","1,35 tỷ","213,5 triệu/m²","217,7 triệu/m²","13,93 triệu/tháng",1,1,6.2 m²,Đ.Bắc,,Sổ hồng,4.06 m,2.55 m,6.2 m²,1.34 m,"1 trệt, 1 gác suốt + 1 lầu",,,True,,,,,,,,,,,,,,
382200,Bán căn hộ chung cư Phạm Thế Hiển Phường 4 Quận 8 ,1,1,40 m²,,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh","1,35 tỷ",,"33,7 triệu/m²","13,93 triệu/tháng",1,1,40 m²,,,Sổ hồng,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
406228,"Bán nhà Nhỏ xinh hẻm ba gác, gần mặt tiền đường, Phường 12, Bình Thạnh",1,1,8 m²,T.Nam,"Đ.Nguyễn Khuyến, P.12, Q.Bình Thạnh, Hồ Chí Minh","1,35 tỷ",161 triệu/m²,"168,7 triệu/m²","13,93 triệu/tháng",1,1,16 m²,T.Nam,,Sổ hồng,4.62 m,1.45 m,8 m²,3 m,"1 trệt, 1 lửng + 1 lầu",,,,True,True,True,,,True,True,True,,,True,,,
186386,Bán nhà riêng Phường 9 Quận 8 - Sổ hồng riêng chính chủ,1,1,11.1 m²,Bắc,"Đ.Hưng Phú, P.9, Q.8, Hồ Chí Minh","1,35 tỷ","115,8 triệu/m²","121,6 triệu/m²","13,93 triệu/tháng",1,1,17.2 m²,Bắc,Đang ở,Sổ hồng,2.9 m,4.01 m,11.1 m²,1.5 m,1 trệt + 1 lầu,,,,True,True,True,,True,,,,,,,,,
363482,"Bán nhà nhỏ xinh ngay ngã tư Linh Xuân, phường Linh Xuân, Quận Thủ Đức",1,1,17.9 m²,T.Bắc,"Đ.Quốc Lộ 1A, P.Linh Xuân, Q.Thủ Đức, Hồ Chí Minh","1,35 tỷ","69,9 triệu/m²","75,4 triệu/m²","13,93 triệu/tháng",1,1,26.7 m²,T.Bắc,,Sổ hồng,5.84 m,3.04 m,17.9 m²,1.2 m,"1 trệt, 1 lửng",,,,True,True,True,True,True,True,,,,,,,,
415984,Bán căn hộ Officetel Quận 7 - Chung cư D-Vela - Hợp đồng mua bán,1,1,28.2 m²,,"Đ.Huỳnh Tấn Phát, P.Phú Mỹ, Q.7, Hồ Chí Minh","1,35 tỷ",,"47,8 triệu/m²","13,93 triệu/tháng",1,1,28.2 m²,,,,,,,,,,,,True,True,True,True,True,True,,True,,,,,,
411482,BÁN NHÀ HẺM THÔNG THOÁNG PHƯỜNG BÌNH HƯNG HÒA A QUẬN BÌNH TÂN,1,1,11.1 m²,Đ.Bắc,"Đ.Số 5, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh","1,37 tỷ","116,7 triệu/m²","123,4 triệu/m²","14,14 triệu/tháng",1,1,22.2 m²,Đ.Bắc,,Sổ hồng,4.37 m,2.56 m,11.1 m²,3.8 m,1 trệt + 1 lầu,,,,True,True,True,,True,True,True,True,True,,,,,
349713,"Bán Căn Hộ HQC - Đường Nguyễn Văn Linh, Huyện Bình Chánh",2,2,69.85 m²,,"Đ.Nguyễn Văn Linh, X.An Phú Tây, H.Bình Chánh, Hồ Chí Minh","1,37 tỷ",,"19,7 triệu/m²","14,22 triệu/tháng",2,2,69.85 m²,,,,,,,,,,,True,,,,,,,,,,,,,,
405212,"Bán căn hộ Khang Gia quận Gò Vấp - Tầng 2 - View đẹp, thoáng mát",2,2,62.4 m²,T.Bắc,"Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh","1,38 tỷ",,"22,1 triệu/m²","14,24 triệu/tháng",2,2,62.4 m²,T.Bắc,Đang cho thuê,,,,,,,,,,True,True,True,,,,True,True,,,,,,
326596,Bán Nhà Nhỏ Xinh 1 Trệt 1 Lầu Hẻm Tân Hòa Đông P14 Q6 - 2.8mx3.68m,1,1,10.1 m²,Đông,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh","1,39 tỷ","130,2 triệu/m²","137,6 triệu/m²","14,35 triệu/tháng",1,1,20.2 m²,Đông,,Sổ hồng,3.68 m,2.8 m,10.1 m²,1.13 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
353380,Bán Nhà Hẻm Thông Thoáng Xã Phú Xuân Huyện Nhà Bè,2,2,27 m²,Đ.Nam,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh","1,39 tỷ",44 triệu/m²,"51,4 triệu/m²","14,35 triệu/tháng",2,2,54 m²,Đ.Nam,,Sổ hồng,9 m,3 m,27 m²,2 m,1 trệt + 1 lầu,,,,True,True,True,True,True,True,True,True,True,,,,,
405138,"Bán Căn Hộ Chung Cư 44.6m2 phường Tân Quý, quận Tân Phú",1,1,44.6 m²,Tây,"Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh","1,39 tỷ",,"31,1 triệu/m²","14,35 triệu/tháng",1,1,44.6 m²,Tây,,Sổ hồng,,,,,,,,,True,,,,,,,,,,,,,
401111,Bán căn studio chung cư Vinhomes Grand Park - Quận 9.,1,1,27.7 m²,Đ.Bắc,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh","1,39 tỷ",,"50,1 triệu/m²","14,35 triệu/tháng",1,1,27.7 m²,Đ.Bắc,,,7 m,4 m,30.4 m²,,,,,,True,True,,,True,,,,,,,,,
412139,BÁN NHÀ HẺM THÔNG THOÁNG PHƯỜNG 8 QUẬN 6,,2,9.7 m²,T.Nam,"Đ.Bình Tiên, P.8, Q.6, Hồ Chí Minh","1,4 tỷ","134,3 triệu/m²","144,3 triệu/m²","14,45 triệu/tháng",,2,19.4 m²,T.Nam,,Sổ hồng,2.81 m,2.16 m,9.7 m²,1 m,"1 trệt, 1 tầng thượng + 2 lầu",,,,True,True,True,,True,,True,True,,,,,,
401524,Bán Căn hộ Khang Gia - Tân Hương Quận Tân Phú,2,1,64 m²,,"Đ.Tân Hương, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh","1,4 tỷ",,"21,8 triệu/m²","14,45 triệu/tháng",2,1,64 m²,,,,,,,,,,,True,,,,,,,,,,,,,,
419432,Bán căn hộ Quận Tân Bình - Chung cư 1 Bàu Cát - Đã có sổ hồng - View thoáng mát,1,1,31 m²,Đ.Bắc,"Đ.Bàu Cát 6, P.14, Q.Tân Bình, Hồ Chí Minh","1,4 tỷ",,"45,1 triệu/m²","14,45 triệu/tháng",1,1,31 m²,Đ.Bắc,Đang ở,Sổ hồng,,,,,,,,,True,True,True,True,,True,,True,,,,,,
90968,Bán nhà riêng huyện Hóc Môn- xây dựng kiên cố,2,1,45 m²,Đ.Bắc,"Đ.Tân Hiệp 1-3, X.Tân Hiệp, H.Hóc Môn, Hồ Chí Minh","1,4 tỷ",,"31,1 triệu/m²","14,45 triệu/tháng",2,1,45 m²,Đ.Bắc,Đang ở,Sổ đỏ,15 m,3.25 m,45 m²,3 m,1 trệt,,,,,True,,True,True,,,,,,,,,
411615,"BÁN CĂN HỘ CUNG CƯ PHẠM THẾ HIỂN, P.4, QUẬN 8 - NẰM TRONG CHỢ PHẠM THẾ HIỂN",1,1,36.7 m²,Nam,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh","1,4 tỷ",,"38,1 triệu/m²","14,45 triệu/tháng",1,1,36.7 m²,Nam,,Sổ hồng,,,,,,,,,True,True,,,,True,True,True,,,,,,
408523,"Bán căn hộ tầng trệt của chung cư Mười Mẫu, phường Bình Trưng Đông, quận 2.",1,1,44 m²,,"Đ.Số 49, P.Bình Trưng Đông, Q.2, Hồ Chí Minh","1,4 tỷ",,"31,8 triệu/m²","14,45 triệu/tháng",1,1,44 m²,,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
321577,Bán nhà hẻm Tôn Đản Phường 10 Quận 4 - Nhà gần Tiểu học Xóm Chiếu,1,1,19.4 m²,Đ.Bắc,"Đ.Tôn Đản, P.10, Q.4, Hồ Chí Minh","1,4 tỷ","65,3 triệu/m²","72,1 triệu/m²","14,45 triệu/tháng",1,1,35.9 m²,Đ.Bắc,,Sổ hồng,3.55 m,4.95 m,19.4 m²,2.5 m,1 trệt + 1 lầu,,,,True,True,True,True,,,,True,,,,,,
374791,Bán căn hộ 1PN chung cư Green Town Bình Tân - Thiết kế theo phong cách Hàn Quốc,1,1,45.2 m²,Đ.Nam,"Đ.Số 1, P.Bình Hưng Hòa B, Q.Bình Tân, Hồ Chí Minh","1,4 tỷ",,"30,9 triệu/m²","14,45 triệu/tháng",1,1,45.2 m²,Đ.Nam,Đang cho thuê,,,,49.4 m²,,,,,,True,True,True,True,,,True,,,,,,,
212263,Bán nhà riêng Quận 12 - Cách Ngã tư Nước Đá chỉ 310m,1,1,14.8 m²,T.Nam,"Đ.Nguyễn Thị Búp, P.Hiệp Thành, Q.12, Hồ Chí Minh","1,4 tỷ","86,6 triệu/m²","94,5 triệu/m²","14,45 triệu/tháng",1,1,31.8 m²,T.Nam,,Sổ hồng,4.08 m,3.65 m,14.8 m²,1.55 m,1 trệt + 1 lầu,,,,True,True,,True,True,,,,True,,,,,
420199,Bán đất nền huyện Bình Chánh - Hẻm xe oto lưu thông,,,82 m²,Đ.Bắc,"Đ.Trần Văn Giàu, X.Phạm Văn Hai, H.Bình Chánh, Hồ Chí Minh","1,4 tỷ",,17 triệu/m²,"14,45 triệu/tháng",,,,Đ.Bắc,,Sổ hồng,16.45 m,5 m,82 m²,7 m,,,,True,,,,,,,,,,,,,,
375050,Bán căn hộ chung cư ngay trung tâm Quận 5 - Gần chợ Lớn,1,1,28 m²,Đông,"Đ.Nguyễn Trãi, P.14, Q.5, Hồ Chí Minh","1,45 tỷ",,"51,7 triệu/m²","14,97 triệu/tháng",1,1,28 m²,Đông,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
337443,"Bán đất nền xã Tân Quý Tây, huyện Bình Chánh - Sổ hồng riêng chính chủ",,,46 m²,,"Đ.Đinh Đức Thiện, X.Tân Quý Tây, H.Bình Chánh, Hồ Chí Minh","1,45 tỷ",,"31,5 triệu/m²","14,97 triệu/tháng",,,,,,Sổ hồng,9.86 m,5.02 m,46 m²,2 m,,,,,True,True,True,,,,,,,,,,,
326659,Bán đất nền hẻm xe ba gác thông thoáng Xã Phong Phú Huyện Bình Chánh - Sổ hồng riêng chính chủ,,,63.2 m²,Nam,"Đ.Bờ Bao HTX Phong Phú, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,45 tỷ",,"22,9 triệu/m²","14,97 triệu/tháng",,,,Nam,,Sổ hồng,16.02 m,4.04 m,63.2 m²,3.56 m,,,,,,True,,,True,,,,,,,,,
278159,Bán nhà nhỏ xinh trung tâm Quận 5 - Gần TTTM NowZone,1,1,10.7 m²,Đ.Bắc,"Đ.Nguyễn Biểu, P.1, Q.5, Hồ Chí Minh","1,45 tỷ","128,1 triệu/m²","135,5 triệu/m²","14,97 triệu/tháng",1,1,21.3 m²,Đ.Bắc,,Sổ hồng,3.95 m,2.6 m,10.7 m²,1.69 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
398475,"Bán căn hộ Officetel chung cư Central Premium, Phường 5 Quận 8 ",1,1,25 m²,,"Đ.Tạ Quang Bửu, P.5, Q.8, Hồ Chí Minh","1,45 tỷ",,58 triệu/m²,"14,97 triệu/tháng",1,1,25 m²,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,
278159,Bán nhà nhỏ xinh trung tâm Quận 5 - Gần TTTM NowZone,1,1,10.7 m²,Đ.Bắc,"Đ.Nguyễn Biểu, P.1, Q.5, Hồ Chí Minh","1,45 tỷ","128,1 triệu/m²","135,5 triệu/m²","14,97 triệu/tháng",1,1,21.3 m²,Đ.Bắc,,Sổ hồng,3.95 m,2.6 m,10.7 m²,1.69 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
231711,"Bán Căn Hộ Era Town Đức Khải 1PN 50.74 m2 Đầy Đủ Nội Thất, Phường Phú Mỹ Quận 7 Bao Hết Thuế Phí",1,1,45.94 m²,,"Đ.Nguyễn Lương Bằng, P.Phú Mỹ, Q.7, Hồ Chí Minh","1,45 tỷ",,"31,5 triệu/m²","14,97 triệu/tháng",1,1,45.94 m²,,,,,,,,,,,,True,True,True,True,,True,,True,,,True,,,
200773,Nhà bán Quận Gò Vấp - khu dân cư an ninh yên tĩnh,2,2,11.1 m²,,"Đ.Lê Đức Thọ, P.17, Q.Gò Vấp, Hồ Chí Minh","1,45 tỷ","120,5 triệu/m²","130,6 triệu/m²","14,97 triệu/tháng",2,2,29 m²,,,Sổ hồng,3.54 m,3.45 m,11.1 m²,3.1 m,"1 trệt, 1 lửng + 1 lầu",,,,True,True,True,True,True,,,,,,,,,
56029,Bán nhà hẻm Quận Bình Thạnh - sổ hồng chính chủ,2,2,10.6 m²,Đông,"Đ.Đinh Bộ Lĩnh, P.26, Q.Bình Thạnh, Hồ Chí Minh","1,45 tỷ",130 triệu/m²,"136,7 triệu/m²","14,97 triệu/tháng",2,2,21.2 m²,Đông,,Sổ hồng,4 m,2.68 m,10.6 m²,2.02 m,1 trệt + 1 lầu,,,,True,,True,,,,,True,True,,,,,
391988,Bán Căn Hộ Chung Cư Nhất Lan 3 - P. Tân Tạo - Q. Bình Tân,2,1,46.3 m²,Nam,"Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh","1,45 tỷ",,"31,3 triệu/m²","14,97 triệu/tháng",2,1,46.3 m²,Nam,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
403501,Bán nhà căn góc nhỏ xinh hẻm Quận 3 - Gần Bệnh Viên Hoàn Mỹ,1,1,9 m²,T.Bắc,"Đ.Lý Chính Thắng, P.7, Q.3, Hồ Chí Minh","1,45 tỷ","154,3 triệu/m²","161,1 triệu/m²","14,97 triệu/tháng",1,1,18 m²,T.Bắc,,Sổ hồng,3.4 m,3.1 m,9 m²,3 m,1 trệt + 1 lầu,,,,True,,,,,,,True,,,,True,,
380088,Căn hộ Sky 9 officetel 1 phòng ngủ trần cao 54m2 tại Vòng Xoay Liên Phường.,2,1,54 m²,,"Đ.số 1, P.Phú Hữu, Q.9, Hồ Chí Minh","1,46 tỷ",,27 triệu/m²,"15,07 triệu/tháng",2,1,54 m²,,Đang ở,,,,,,,,,,True,,,,,,,,,,,,,
373926,"Bán căn hộ Ehome 3, An Lạc, Bình Tân ",1,1,50 m²,,"Đ.Hồ Học Lãm, P.An Lạc, Q.Bình Tân, Hồ Chí Minh","1,47 tỷ",,"29,4 triệu/m²","15,17 triệu/tháng",1,1,50 m²,,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
339317,"Bán căn Shop thương mại thuộc căn hộ La Astoria, phường Bình Trưng Tây, Quận 2 - Hướng Đông Nam.",,1,36.46 m²,Đ.Nam,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh","1,47 tỷ",,"40,4 triệu/m²","15,22 triệu/tháng",,1,36.46 m²,Đ.Nam,Đang cho thuê,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
396402,Bán Nhà 1 Trệt 1 Lầu Hẻm Xe Máy Phường Tân Hưng Quận 7,1,1,11.8 m²,Đ.Bắc,"Đ.Trần Xuân Soạn, P.Tân Hưng, Q.7, Hồ Chí Minh","1,5 tỷ","119,7 triệu/m²","127,1 triệu/m²","15,48 triệu/tháng",1,1,23.6 m²,Đ.Bắc,Đang ở,Sổ hồng,3.94 m,3 m,11.8 m²,2.33 m,1 trệt + 1 lầu,,,,True,True,True,,True,True,True,True,,,,,,
400884,Bán căn hộ chung cư Gò Dầu 1 Quận Tân Phú - Sổ hồng chính chủ,1,1,43 m²,,"Đ.Gò Dầu, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh","1,5 tỷ",,"34,8 triệu/m²","15,48 triệu/tháng",1,1,43 m²,,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
333353,Bán nhà hẻm quận 4 - Nhà gần Công viên Khánh Hội,1,1,13.5 m²,Đ.Bắc,"Đ.Tôn Thất Thuyết, P.3, Q.4, Hồ Chí Minh","1,5 tỷ","104,9 triệu/m²","111,1 triệu/m²","15,48 triệu/tháng",1,1,22.6 m²,Đ.Bắc,Đang ở,Sổ hồng,5.62 m,1.99 m,13.5 m²,2 m,1 trệt + 1 lầu,,,,True,True,True,True,True,True,,,,,,,,
29248,"Chính chủ bán gấp lô đất nền thuộc Xã Tân Quý Tây, Huyện Bình Chánh",,,127.3 m²,Đông,"Đ.Quốc Lộ 1A, X.Tân Quý Tây, H.Bình Chánh, Hồ Chí Minh","1,5 tỷ",,"11,7 triệu/m²","15,48 triệu/tháng",,,,Đông,,Sổ đỏ,25 m,5 m,127.3 m²,2 m,,,,,,True,,True,True,True,,,,,True,,,
88054,"Bán nhà nát, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè",,,55 m²,Đ.Nam,"Đ.Lê Văn Lương, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh","1,5 tỷ",,"27,2 triệu/m²","15,48 triệu/tháng",,,42.4 m²,Đ.Nam,,Sổ hồng,12.7 m,4.35 m,55 m²,4 m,1 trệt,,,,True,True,True,,True,True,,,,,,,,
169162,Bán nhà riêng Quận Gò Vấp - Nhà nát tiện xây mới,1,1,28.1 m²,Tây,"Đ.Nguyễn Tuân, P.3, Q.Gò Vấp, Hồ Chí Minh","1,5 tỷ","48,5 triệu/m²","53,3 triệu/m²","15,48 triệu/tháng",1,1,36.6 m²,Tây,,Sổ hồng,8 m,3.3 m,28.1 m²,1.1 m,"1 trệt, 1 lửng",,,,True,True,,,True,,,,,,,,,
326132,Bán Nhà Nhỏ Xinh Hẻm Thông Thoáng Trung Tâm Thị Trấn Huyện Nhà Bè,2,2,27 m²,Đ.Nam,"Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh","1,5 tỷ","48,1 triệu/m²","55,5 triệu/m²","15,48 triệu/tháng",2,2,54 m²,Đ.Nam,,Sổ hồng,9 m,3 m,27 m²,2 m,1 trệt + 1 lầu,,,,True,True,True,,True,True,True,True,,True,,,,
321319,Bán căn hộ Vision 1PN P. Tân Tạo A- quận Bình Tân,1,1,45.34 m²,,"Đ.Trần Đại Nghĩa, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh","1,5 tỷ",,33 triệu/m²,"15,48 triệu/tháng",1,1,45.34 m²,,Đang ở,Sổ hồng,,,,,,,,,True,True,,,,,True,True,,,,,,
197406,Bán nhà hẻm quận 4 - Nhà gần Chợ 200 Xóm Chiếu,2,1,12.2 m²,T.Bắc,"Đ.Tôn Đản, P.15, Q.4, Hồ Chí Minh","1,5 tỷ","110,2 triệu/m²","122,9 triệu/m²","15,48 triệu/tháng",2,1,36.6 m²,T.Bắc,Đang cho thuê,Sổ hồng,3.44 m,3.29 m,12.2 m²,2 m,1 trệt + 2 lầu,,,,True,True,True,,True,,,,,,,,,
417510,Bán nhà nhỏ xinh - hẻm xe tải 7m Quận Tân Phú - Phía sau UBND Phường Hiệp Tân,2,2,10 m²,T.Nam,"Đ.Phan Anh, P.Hiệp Tân, Q.Tân Phú, Hồ Chí Minh","1,5 tỷ","142,5 triệu/m²",150 triệu/m²,"15,48 triệu/tháng",2,2,22.2 m²,T.Nam,Đang ở,Sổ hồng,4 m,2.5 m,10 m²,7 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
174626,Bán lô đất 138.7m2 thị trấn Tân Hiệp Hóc Môn,,,138.7 m²,Tây,"Đ.Thị Trấn Tân Hiệp, X.Tân Hiệp, H.Hóc Môn, Hồ Chí Minh","1,5 tỷ",,"10,8 triệu/m²","15,48 triệu/tháng",,,,Tây,,Sổ đỏ,13.8 m,10 m,138.7 m²,3 m,,,,,True,True,,,,True,,,,,,,,
409511,"Bán nhà riêng nhỏ xinh 1 trệt 1 lầu Phường Hiệp Thành, Quận 12     ",,1,9.4 m²,Đ.Bắc,"Đ.Hiệp Thành 26, P.Hiệp Thành, Q.12, Hồ Chí Minh","1,5 tỷ","152,8 triệu/m²","159,5 triệu/m²","15,48 triệu/tháng",,1,18.8 m²,Đ.Bắc,,Sổ hồng,4.46 m,2.83 m,9.4 m²,2.81 m,1 trệt + 1 lầu,,,,True,True,,,True,True,,,,,,,,
393949,Bán Đất Nông Nghiệp Đường Gò Me Xã Hiệp Phước Huyện Nhà Bè - Thích Hợp Xây Mới Hoặc Đầu Tư,,,374.5 m²,T.Nam,"Đ.Gò me, X.Hiệp Phước, H.Nhà Bè, Hồ Chí Minh","1,5 tỷ",,4 triệu/m²,"15,48 triệu/tháng",,,,T.Nam,,Sổ đỏ,24 m,16.69 m,374.5 m²,,,,4.5 m,,True,True,True,,True,True,True,True,,,,,,
310689,Bán lô đất trồng cây lâu năm diện tích 80m2 Xuân Thới Sơn Hóc Môn ,,,80 m²,Đ.Nam,"Đ.Quốc Lộ 22, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh","1,5 tỷ",,"18,7 triệu/m²","15,48 triệu/tháng",,,,Đ.Nam,Đang cho thuê,Sổ hồng,14 m,5 m,80 m²,3 m,,,,True,,,,,,,,,,,,,,
384225,Bán căn hộ chung cư ngay trung tâm Quận 5 - Tầng 5,3,1,50 m²,Đông,"Đ.An Bình, P.7, Q.5, Hồ Chí Minh","1,5 tỷ",,30 triệu/m²,"15,48 triệu/tháng",3,1,50 m²,Đông,Đang cho thuê,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
173468,"Bán căn hộ chung cư Phường 10, Quận 8 - Sổ hồng riêng chính chủ",2,1,33.5 m²,T.Bắc,"Đ.Hưng Phú, P.10, Q.8, Hồ Chí Minh","1,5 tỷ",,"44,7 triệu/m²","15,48 triệu/tháng",2,1,33.5 m²,T.Bắc,,Sổ hồng,10 m,3.5 m,,,,,,,True,True,True,True,True,True,True,True,,,,,,
203913,Bán Nhà Mới Xây Hẻm Thông Thoáng Xã Phú Xuân Huyện Nhà Bè,2,3,24 m²,Đ.Nam,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh","1,5 tỷ","50,9 triệu/m²","62,5 triệu/m²","15,48 triệu/tháng",2,3,72 m²,Đ.Nam,,Sổ hồng,8 m,3 m,24 m²,3 m,1 trệt + 2 lầu,,,,True,True,True,True,True,True,True,,True,,,,,
401478,"Bán căn hộ 2 phòng ngủ Chung cư Him Lam Ba Tơ, Phường 7- Quận 8 ",2,2,85.9 m²,T.Bắc,"Đ.Ba Tơ, P.7, Q.8, Hồ Chí Minh","1,5 tỷ",,"17,4 triệu/m²","15,48 triệu/tháng",2,2,85.9 m²,T.Bắc,,Sổ hồng,,,,,,,,,True,True,True,True,True,True,,,,,,,,
419893,Bán căn hộ Quận 8 - Chung cư 52 Chánh Hưng - Đã có sổ hồng - Có thang máy,1,1,49 m²,Đ.Nam,"Đ.Hoàng Kim Giao, P.5, Q.8, Hồ Chí Minh","1,5 tỷ",,"30,6 triệu/m²","15,48 triệu/tháng",1,1,49 m²,Đ.Nam,Đang cho thuê,Sổ hồng,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,
412237,"BÁN NHÀ GIÁ CỰC RẺ, P. 5, Q. GÒ VẤP - GẦN NGAY CHỢ GÒ VẤP",1,1,12.5 m²,Đ.Bắc,"Đ.Huỳnh Khương An, P.5, Q.Gò Vấp, Hồ Chí Minh","1,5 tỷ","111,9 triệu/m²",120 triệu/m²,"15,48 triệu/tháng",1,1,27.2 m²,Đ.Bắc,Đang ở,Sổ hồng,6 m,2 m,12.5 m²,2 m,1 trệt + 1 lầu,,,,True,True,,,,,True,True,,,,,,
389633,Bán căn hộ Studio Vinhomes Grand Park quận 9 thành phố Thủ Đức,1,1,28 m²,Đ.Nam,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh","1,5 tỷ",,"53,5 triệu/m²","15,48 triệu/tháng",1,1,28 m²,Đ.Nam,Đang cho thuê,,,,28 m²,,,,,,,,True,True,True,,,True,True,,,,,
